testcat, modules, coeffset, cstruct, target, cfgstr, max-shift, wsize-in, freq, clbs, luts, ffs, dsps, fmax, logic-levels, power (total), power (static), power (dynamic)
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 7, 400, 7, 11, 17, 0, 647.67, 4  (CARRY4=3 LUT6=1), 0.670, 0.636, 0.034
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 7, 600, 8, 11, 17, 0, 647.25, 3  (CARRY4=2 LUT6=1), 0.687, 0.637, 0.051
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 8, 200, 7, 12, 19, 0, 611.62, 3  (CARRY4=2 LUT6=1), 0.655, 0.636, 0.018
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 8, 400, 7, 12, 19, 0, 683.99, 4  (CARRY4=3 LUT6=1), 0.673, 0.637, 0.037
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 8, 600, 10, 12, 19, 0, 668.45, 3  (CARRY4=2 LUT6=1), 0.692, 0.637, 0.055
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 10, 200, 9, 14, 23, 0, 659.20, 3  (CARRY4=2 LUT6=1), 0.658, 0.636, 0.021
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 10, 400, 9, 14, 23, 0, 659.20, 3  (CARRY4=2 LUT6=1), 0.680, 0.637, 0.043
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 10, 600, 12, 14, 23, 0, 660.07, 3  (CARRY4=2 LUT6=1), 0.702, 0.637, 0.065
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 12, 200, 7, 16, 27, 0, 642.26, 4  (CARRY4=3 LUT6=1), 0.661, 0.636, 0.024
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 12, 400, 7, 16, 27, 0, 642.67, 5  (CARRY4=4 LUT6=1), 0.686, 0.637, 0.049
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 12, 600, 13, 16, 27, 0, 673.85, 3  (CARRY4=2 LUT6=1), 0.711, 0.637, 0.074
